Tweets Ago,Account,Date,Positive,Neutral,Negative,Compound,Text
43,nytimes,Thu Mar 15 06:00:20 +0000 2018,0.106,0.0,0.894,0.3612,"“Out of the ash
I rise with my red hair
And I eat men like air.” 
– Sylvia Plath, in her poem “Lady Lazarus” 

https://t.co/4jsawdDHs9"
44,nytimes,Thu Mar 15 05:42:06 +0000 2018,0.203,0.0,0.797,0.624,"RT @daiwaka: This partnership between Lyft and Magna is really interesting. Basically, allows them to create ""autonomy in a box"" that can b…"
45,nytimes,Thu Mar 15 05:22:02 +0000 2018,0.09,0.232,0.677,-0.6597,"Stephen Hawking liked to say he was born 300 years to the day after Galileo died, and he died 139 years after Alber… https://t.co/LpMX3anmwK"
46,nytimes,Thu Mar 15 05:02:01 +0000 2018,0.185,0.059,0.757,0.6115,"RT @Watching: It can be hard to find the really great movies on Netflix, so here's 100 of them https://t.co/anbL5JfzMG"
47,nytimes,Thu Mar 15 04:41:06 +0000 2018,0.167,0.0,0.833,0.6369,"The happiest countries in the world, per a new survey: 
1. 🇫🇮
2. 🇳🇴
3. 🇩🇰
(The Nordic nations are the happiest.) https://t.co/CF7P0AHLoI"
48,nytimes,Thu Mar 15 04:22:04 +0000 2018,0.0,0.0,1.0,0.0,Here's the 2018 election calendar https://t.co/EoJGS1Yj1R
49,nytimes,Thu Mar 15 04:02:02 +0000 2018,0.0,0.091,0.909,-0.34,"Toys “R” Us is closing up shop in the U.S. Once one of the world’s leading toy retailers, it struggled to keep up w… https://t.co/uBueSN9SaR"
50,nytimes,Thu Mar 15 03:50:27 +0000 2018,0.0,0.255,0.745,-0.34,Diplomatic Fireworks at U.N. Over Britain-Russia Feud https://t.co/Jpl3HgH5Ub
51,nytimes,Thu Mar 15 03:47:06 +0000 2018,0.0,0.0,1.0,0.0,"Conor Lamb, a Democrat and first-time candidate, comes from a political family and has a military background — a ré… https://t.co/XFGs0hijRw"
52,nytimes,Thu Mar 15 03:32:05 +0000 2018,0.095,0.0,0.905,0.3182,"Stephen Hawking was a hero, not just for what he taught us about the universe, but for what he taught us about how… https://t.co/q1TCnAQk8Y"
53,nytimes,Thu Mar 15 03:17:04 +0000 2018,0.0,0.0,1.0,0.0,RT @NYTScience: “People who boast about their I.Q. are losers.” -- Stephen Hawking https://t.co/gJkl1iDxTi
54,nytimes,Thu Mar 15 03:02:04 +0000 2018,0.18,0.0,0.82,0.296,"How exercise can keep aging muscles and immune systems ""young"" https://t.co/TizbRxXco1"
55,nytimes,Thu Mar 15 02:51:04 +0000 2018,0.0,0.0,1.0,0.0,RT @HirokoTabuchi: I just wrote about how sparrows in oil fields are changing their songs to be heard above the noise of the oil and gas in…
56,nytimes,Thu Mar 15 02:40:07 +0000 2018,0.0,0.0,1.0,0.0,The lives of these 15 extraordinary women fell in the margins of The New York Times. Until now.… https://t.co/Um3fObYTWV
57,nytimes,Thu Mar 15 02:32:05 +0000 2018,0.053,0.086,0.861,-0.2023,"Stephen Hawking took part in a zero-gravity flight when he was 65. Asked why he took such risks, he said, ""I want t… https://t.co/EjzIF1KCqK"
58,nytimes,Thu Mar 15 02:17:05 +0000 2018,0.184,0.0,0.816,0.4019,Need help filling out your bracket? Here's who the experts are picking. https://t.co/DiUYKvzQw7
59,nytimes,Thu Mar 15 02:02:04 +0000 2018,0.128,0.0,0.872,0.4215,Students chanting “No more violence.” Signs asking “Are we next?” See the powerful photos from a day of school walk… https://t.co/kV5qkg7eRq
60,nytimes,Thu Mar 15 01:47:06 +0000 2018,0.0,0.0,1.0,0.0,"Ben Carson and his wife were directly involved in selecting a $31,000 custom mahogany dining room set for his offic… https://t.co/43usWTp6hB"
61,nytimes,Thu Mar 15 01:32:05 +0000 2018,0.0,0.0,1.0,0.0,"A brief history of Stephen Hawking's discoveries
https://t.co/8aSJxAAgps"
62,nytimes,Thu Mar 15 01:17:08 +0000 2018,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/4u2D3xTqYG
63,nytimes,Thu Mar 15 01:03:04 +0000 2018,0.084,0.281,0.636,-0.7405,"RT @charlie_savage: EXCLUSIVE: Green Berets ""training/advising"" Nigerien forces were attacked by ISIS militants and killed 11 of them in De…"
64,nytimes,Thu Mar 15 00:56:04 +0000 2018,0.0,0.262,0.738,-0.7506,The U.S. military said it limited operations in the West African nation of Niger after 4 soldiers were killed. But… https://t.co/sYDXeFdwtJ
65,nytimes,Thu Mar 15 00:47:04 +0000 2018,0.096,0.0,0.904,0.2023,RT @adamgoldmanNYT: The F.B.I. disciplinary process has recommended FBI Deputy Director Andy McCabe's termination — leaving Mr. Sessions to…
66,nytimes,Thu Mar 15 00:32:04 +0000 2018,0.0,0.1,0.9,-0.25,"4 years ago, it seemed unthinkable that Tracy Morgan would be performing, speaking or walking again, let alone star… https://t.co/he55d4UewJ"
67,nytimes,Thu Mar 15 00:17:06 +0000 2018,0.146,0.438,0.417,-0.6808,"A teacher’s gun is accidentally fired during public safety class, injuring 3 students https://t.co/i1068S2pjs"
68,nytimes,Thu Mar 15 00:02:10 +0000 2018,0.0,0.0,1.0,0.0,Wedding season is upon us (it officially kicks off in April). Here are a few money saving tips for weddings guests.… https://t.co/HuYLIeYwGy
69,nytimes,Wed Mar 14 23:47:06 +0000 2018,0.246,0.09,0.664,0.5106,One NYT reader's reaction to Katy Perry giving an unwanted kiss to an “American Idol” contestant… https://t.co/8vxz1W9wLe
70,nytimes,Wed Mar 14 23:32:01 +0000 2018,0.171,0.0,0.829,0.5719,"As a student at Smith College, Sylvia Plath won a “guest editorship” at Mademoiselle magazine in New York in 1953,… https://t.co/Ii0kMak4qz"
71,nytimes,Wed Mar 14 23:17:02 +0000 2018,0.0,0.274,0.726,-0.7783,"RT @MichaelPaulson: Harper Lee's estate is suing over Aaron Sorkin's script for a new stage adaptation of ""To Kill a Mockingbird,"" schedule…"
72,nytimes,Wed Mar 14 23:02:05 +0000 2018,0.102,0.15,0.749,-0.2263,Britain’s retaliation against Russia in their spy-poisoning brawl includes a small but symbolic slap: No ministers… https://t.co/Dh7pYA91U9
73,nytimes,Wed Mar 14 22:47:02 +0000 2018,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/pk9LJyXWVe
74,nytimes,Wed Mar 14 22:32:02 +0000 2018,0.0,0.0,1.0,0.0,"“Quebec needs to change the rules of the game"" says Gabriel Nadeau-Dubois, a young left-wing politician.

 A postca… https://t.co/Ce5L3IM2YQ"
75,nytimes,Wed Mar 14 22:17:03 +0000 2018,0.0,0.091,0.909,-0.34,"Toys “R” Us is closing up shop in the U.S. Once one of the world’s leading toy retailers, it struggled to keep up w… https://t.co/pkGoVzZDhU"
76,nytimes,Wed Mar 14 22:03:04 +0000 2018,0.0,0.0,1.0,0.0,Pennsylvania election results and maps https://t.co/7PadlsF3aW
77,nytimes,Wed Mar 14 21:55:00 +0000 2018,0.0,0.0,1.0,0.0,Democrat Conor Lamb’s performance in the Pennsylvania House race rattled Republicans and showed Democrats how to wi… https://t.co/zQwH5ici8R
78,nytimes,Wed Mar 14 21:38:33 +0000 2018,0.0,0.0,1.0,0.0,Breaking News: The Democrat Conor Lamb has an insurmountable lead in a Pennsylvania House race in Trump country. We… https://t.co/NNNY4vxgoH
79,nytimes,Wed Mar 14 21:31:07 +0000 2018,0.0,0.0,1.0,0.0,"RT @overbye: Goodbye Stephen, you were a supernova in the wind https://t.co/Jl8QuOfzZq"
80,nytimes,Wed Mar 14 21:15:06 +0000 2018,0.087,0.0,0.913,0.2023,A former top Equifax executive sold nearly $1 million in company stock after he learned about a major data breach i… https://t.co/S2lluf3E0J
81,nytimes,Wed Mar 14 21:00:22 +0000 2018,0.0,0.0,1.0,0.0,David Cay Johnston uses his investigative skills to dig deep inside the Trump administration https://t.co/R6CYZlrriX
82,nytimes,Wed Mar 14 20:45:07 +0000 2018,0.127,0.104,0.769,0.128,At least 139 people were exonerated last year after being wrongfully convicted. Each person lost a decade to prison… https://t.co/sUwCCQnSmZ
83,nytimes,Wed Mar 14 20:30:18 +0000 2018,0.139,0.0,0.861,0.2732,"At 98, Sister Jean Dolores-Schmidt is this NCAA tournament-bound basketball team's biggest supporter https://t.co/gQd8p5P1vN"
84,nytimes,Wed Mar 14 20:15:05 +0000 2018,0.0,0.0,1.0,0.0,"As cities throughout the South move to take down Confederate monuments, Nashville's mayor said it was time for the… https://t.co/QoJGRcfkMx"
85,nytimes,Wed Mar 14 19:55:32 +0000 2018,0.128,0.0,0.872,0.4215,Students chanting “No more violence.” Signs asking “Are we next?” See the powerful photos from a day of school walk… https://t.co/sLQjSYhd2G
86,nytimes,Wed Mar 14 19:49:57 +0000 2018,0.0,0.0,1.0,0.0,"Facebook said that it had taken down pages associated with “Britain First,” a far-right group whose leaders were re… https://t.co/buhhoDlgR0"
87,nytimes,Wed Mar 14 19:45:11 +0000 2018,0.082,0.0,0.918,0.1779,"There’s a lot of growing up happening in today’s tech industry, where former whiz kids made their fortunes and are… https://t.co/4fZIDYby9I"
88,nytimes,Wed Mar 14 19:37:06 +0000 2018,0.0,0.231,0.769,-0.6249,The men are suspected of bombing a mosque in Minnesota and attempting to bomb an abortion clinic in Illinois https://t.co/BUUrbhQmjp
89,nytimes,Wed Mar 14 19:30:07 +0000 2018,0.254,0.0,0.746,0.7003,"The first kiss of a teenager, delivered by a superstar singer, might have made for a sweet pop-culture moment in a… https://t.co/vPc8PGjDAz"
90,nytimes,Wed Mar 14 19:22:05 +0000 2018,0.146,0.146,0.709,0.25,Trump is visiting a Boeing plant to celebrate tax cuts. But lurking in the background is a clash over trade — one i… https://t.co/HYUsZjXHcK
91,nytimes,Wed Mar 14 19:15:08 +0000 2018,0.078,0.0,0.922,0.1531,The fall of Rex Tillerson removes one the last remaining presidential advisers whose views on global warming are in… https://t.co/yfENJnfeVT
92,nytimes,Wed Mar 14 19:07:06 +0000 2018,0.278,0.206,0.515,0.1779,Should teenagers protest? Research says yes. https://t.co/xTpYG8FlTY
93,nytimes,Wed Mar 14 19:00:18 +0000 2018,0.417,0.0,0.583,0.8402,Remaining physically active as we grow older could help to keep our muscles and immune systems robust https://t.co/P85DU930fM
94,nytimes,Wed Mar 14 18:58:12 +0000 2018,0.091,0.0,0.909,0.2023,"RT @nytimesbusiness: Disney unveiled a major reorganization on Wednesday, bringing significant change to almost every part of its empire ah…"
95,nytimes,Wed Mar 14 18:52:06 +0000 2018,0.0,0.0,1.0,0.0,"On this day that fetishizes finitude, take a moment to reflect on these everyday infinities https://t.co/3pQJ4Wy99E (from the archives)"
96,nytimes,Wed Mar 14 18:45:15 +0000 2018,0.0,0.0,1.0,0.0,"President Trump is trying to wall off American industry from foreign competition, primarily China, under the guise… https://t.co/7uoUcufPu9"
97,nytimes,Wed Mar 14 18:37:04 +0000 2018,0.0,0.146,0.854,-0.34,Britain’s expulsion of 23 Russian diplomats echoes the espionage feuds between Washington and Moscow https://t.co/a9NHFrgQAh
98,nytimes,Wed Mar 14 18:30:21 +0000 2018,0.0,0.0,1.0,0.0,"President Trump is expected to name the CNBC analyst Larry Kudlow to replace Gary Cohn, who quit over tariffs https://t.co/BiTzwNqxmx"
99,nytimes,Wed Mar 14 18:22:06 +0000 2018,0.13,0.0,0.87,0.4019,A recount is unlikely to change the results of the Pennsylvania special election because most ballots in the state… https://t.co/bic2scfePz
100,nytimes,Wed Mar 14 18:15:07 +0000 2018,0.0,0.0,1.0,0.0,Google is joining Facebook in banning advertising for Bitcoin and other cryptocurrencies https://t.co/NPGPrKXGNn
